Year,SAMPLE_NAME,UNIQUE_ID,LOCATION,LAND_SEA,ROCK_TYPE,ROCK_NAME,LATITUDE,LONGITUDE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEOT_WT,FEO_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,F_PPM,K_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,TL_PPM,PB_PPM,BI_PPM,RA226(PPQ),TH_PPM,TH232_PPM,PA(PPT),U_PPM,U238_PPM,CO2_PPM,H2O_PPM,OH_PPM
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.46,0.5618,2.7663,,6.09,,21.9,15.35,0.1623,,0.2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.91,0.7883,3.7,,6.07,,22.13,14.96,0.1201,,0.2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.85,0.637,3.21,,6.24,,20.99,14.69,0.1541,,0.2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.84,0.3472,1.5827,,7.63,,21.71,15.6,0.3469,,0.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.33,0.6967,3.32,,6.81,,21.34,14.6,0.1429,,0.2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,54.17,0.4816,2.3645,,7.4,,20.37,14.58,0.2577,,0.3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.69,0.5237,1.5488,,8.51,,20.05,15.33,0.3222,,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.67,0.6549,3.57,,8.37,,19.78,15.04,0.2802,,0.3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,56.82,0.5542,1.7511,,8.57,,19.35,13.89,0.3367,,0.3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.13,0.769,2.2474,,10.51,,19.62,14.74,0.3197,,0.3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-17A,11674-IZ03-17A,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,54.47,0.4419,1.3609,,9.64,,20.04,14.52,0.3305,,0.3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.79,0.5747,2.793,,5.22,,21.45,16.98,0.1515,,0.2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.65,0.7754,2.2299,,9.41,,19.84,15.97,0.3025,,0.4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.85,0.6382,2.0044,,9.08,,19.73,16.49,0.2829,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.24,0.7147,2.2625,,9.18,,20.15,15.29,0.2784,,0.3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.05,0.6721,2.2267,,9.44,,19.78,15.69,0.2783,,0.4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,50.88,0.7986,3.41,,9.83,,19.67,14.86,0.2476,,0.4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.11,0.6959,2.1911,,9.39,,19.45,15.53,0.2523,,0.3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.87,0.7402,2.1961,,9.47,,19.67,15.13,0.2589,,0.3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.67,0.7122,2.2069,,9.68,,19.6,15.22,0.2584,,0.3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.31,0.7844,2.362,,9.46,,19.64,15.03,0.2928,,0.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,50.82,0.6692,1.8305,,9.24,,19.52,16.52,0.317,,0.3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,49.66,0.7541,2.1761,,9.39,,19.52,15.8,0.2829,,0.4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51,0.7704,2.333,,9.9,,19.11,16.59,0.3022,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,50.65,0.8704,2.8689,,9.8,,19.49,15.57,0.249,,0.4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.78,0.6861,2.1734,,9.59,,20.03,15.71,0.3259,,0.4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,50.61,0.7936,2.4901,,9.52,,19.61,15.24,0.3101,,0.4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.36,0.7127,2.1083,,9.7,,19.45,15.73,0.3038,,0.4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.04,0.7952,2.821,,9.2,,20.09,15.5,0.2977,,0.4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.61,0.8193,2.3971,,9.46,,19.34,15.62,0.3076,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.35,0.6731,3.22,,7.55,,21.08,14.38,0.2237,,0.2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.9,0.8245,2.6987,,9.18,,19.79,15.49,0.213,,0.4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.14,0.7176,5.57,,7.51,,21.47,13.35,0.1636,,0.3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.73,0.7489,1.9804,,10.1,,19.71,15.31,0.2807,,0.3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.53,0.6558,2.4356,,9.07,,19.01,15.1,0.2928,,0.4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.25,0.6758,2.0766,,9.99,,19.89,15.09,0.2926,,0.4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.47,0.7494,2.3379,,9.24,,19.24,15.28,0.3041,,0.4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.9,0.6526,1.8808,,9.16,,19.89,14.99,0.2896,,0.3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.4,0.6917,2.4704,,9.33,,19.16,15.24,0.2845,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.99,0.6907,2.2245,,9.22,,19.1,14.95,0.3481,,0.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.18,0.6357,2.0597,,9.15,,19.9,14.62,0.2557,,0.3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.45,0.7785,2.2508,,10.34,,19.11,15.39,0.3007,,0.3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,54.23,0.7251,2.4769,,9.31,,19.5,14.75,0.2747,,0.4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.81,0.639,2.0328,,9.65,,18.95,14.91,0.2732,,0.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,52.57,0.7158,2.2361,,9.67,,19.57,14.86,0.275,,0.3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,53.79,0.7615,2.6008,,9.88,,19.26,14.89,0.2621,,0.4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,54.98,0.6263,2.1402,,9.09,,19.58,13.58,0.2849,,0.2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,samp. IZ03-19B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / IRAZU,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",9.983,-83.85,51.77,0.7427,2.3101,,9.8,,19.01,14.16,0.2914,,0.4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,samp. G-92-1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / OROSI,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.983,-85.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,0.28,,,,
1995,samp. G-92-2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / MIRAVALLES,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.716,-85.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,1.75,,,,
1995,samp. G-92-3,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / MIRAVALLES,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.716,-85.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,1.98,,,,
1995,samp. AR-82,11673-CR AR82,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / COSTA RICA / ARENAL,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",10.467,-84.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,0.43,,,,
1995,samp. G924(G-92-4),30438-G924,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / CERRO CHOPO,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.47,-85.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,0.58,,,,
1995,samp. PP7,11592-CR PP7,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / PLATANAR,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.299,-84.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,,,0.91,,,,
1995,samp. P-16,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / POAS (POAZ),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.2,-84.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,,,2.83,,,,
1995,samp. P-58,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / POAS (POAZ),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.2,-84.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,1.33,,,,
1995,samp. P-68,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / POAS (POAZ),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.2,-84.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,,0.6,,,,
