Year,SAMPLE_NAME,UNIQUE_ID,LOCATION,LAND_SEA,ROCK_TYPE,ROCK_NAME,LATITUDE,LONGITUDE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEOT_WT,FEO_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,F_PPM,K_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,TL_PPM,PB_PPM,BI_PPM,RA226(PPQ),TH_PPM,TH232_PPM,PA(PPT),U_PPM,U238_PPM,CO2_PPM,H2O_PPM,OH_PPM
2019,samp. 160501_SY_72-C1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.1642,1.9623,15.321,,8.4931,,5.991,3.2481,0.146,2.9031,3.2853,0.7717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_72-C2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.0569,1.9307,14.8924,,8.3605,,5.7122,3.0157,0.2257,3.124,3.1022,0.7283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_VT_74-A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.708,1.947,13.842,,9.162,,5.455,2.951,0.209,3.131,3.096,0.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_VT_75-A7A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.3923,1.226682969,14.8397,,5.16107983,,5.739241039,2.5271,0.099734044,3.3006,3.3634,0.9079,,,,,,26.26671182,,169.1578197,7.428763859,19.54311077,0,152.1898724,62.83807953,34.53614923,1.290091299,,46.1337044,523.0601435,30.9018537,258.1546803,26.10412818,,,,,,,0.638517507,885.4900561,52.76314205,97.0774182,12.20284653,47.28807501,8.420149994,2.050821604,7.405286616,0.999188779,5.66935998,1.059077143,2.895769381,0.38282192,2.816299297,0.424019421,5.592535172,1.344282861,,,4.505218351,,,8.311106917,,,2.417101822,,,,
2019,samp. 160501_SY_75-A1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.7506,2.0282,14.5495,,8.3177,,5.12,2.5597,0.1013,3.1795,3.1523,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-A2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.3558,1.9713,14.6788,,8.6072,,5.2117,2.5768,0.191,3.3452,3.2051,0.8346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-A3,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.805,2.0363,14.4116,,8.1347,,5.2639,2.5715,0.1822,3.2193,3.1294,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-A4,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.3999,2.0025,14.7924,,8.4002,,5.1537,2.542,0.1506,3.4045,3.1985,0.9782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-A5,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.6647,1.992,14.2594,,8.3283,,5.1433,2.525,0.1955,3.2814,3.1462,0.8349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-A6,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.1967,2.0081,14.5041,,8.387,,5.1321,2.5647,0.2112,3.3972,3.1959,0.8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-A7,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.3923,1.9866,14.8397,,8.5247,,5.2228,2.5271,0.164,3.3006,3.3634,0.9079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_75-B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.2964,2.023,14.6922,,8.3802,,5.1654,2.5363,0.2067,3.402,3.1492,0.8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_VT_91-CA,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,60.1604,1.648192604,14.6372,,8.298059598,,6.325595339,2.3917,0.141292116,3.4692,3.4313,0.8599,,,,,,31.2923632,,301.7311997,15.93454391,26.28267403,7.037959681,199.3859543,107.8081123,37.53547323,1.490531036,,49.72448496,523.378411,34.36564198,269.3077813,28.17942442,,,,,,,0.642202169,939.7044939,54.44854242,102.8996144,12.87133379,49.84305174,9.19969061,2.372016998,8.297729007,1.133108258,5.982874164,1.267593154,3.269766622,0.461376419,3.15549949,0.48933388,5.940251425,1.396263746,,,4.841848258,,,9.020241527,,,2.749547328,,,,
2019,samp. 160501_SY_91-A1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,60.0278,1.9036,14.7127,,8.4127,,4.7336,2.3786,0.2204,3.5826,3.3872,0.8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_91-A2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,60.0477,1.929,14.837,,8.242,,4.7066,2.3904,0.1493,3.4684,3.3605,0.8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_91-A3,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,59.4849,1.868,14.7524,,8.2189,,4.7038,2.3584,0.1793,3.5159,3.4328,0.8032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_91-A4,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,59.534,1.8743,14.6157,,8.4851,,4.8493,2.3216,0.2091,3.4787,3.1925,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_91-A5,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,59.889,1.8857,14.7504,,8.2149,,4.7681,2.4107,0.1932,3.5416,3.2731,0.9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_91-B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,60.19,1.9245,14.733,,8.333,,4.7935,2.3639,0.1725,3.4659,3.2862,0.8199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_91-C,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,60.1604,1.8958,14.6372,,8.019,,4.8717,2.3917,0.1473,3.4692,3.4313,0.8599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_VT_93-A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,61.861,1.354,16.015,,5.679,,4.793,1.528,0.066,2.678,3.92,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_VT_41-A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,57.54,2.077,13.903,,8.831,,5.309,2.807,0.119,3.265,3.583,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_41-A1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,57.6421,1.9968,14.3858,,9.3512,,5.6198,2.9436,0.2433,3.2056,3.4373,0.6892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_41-A2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.1168,1.9668,14.7024,,9.4393,,5.8591,2.8946,0.2203,3.1576,3.4534,0.6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_41-A3,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,57.7543,2.0115,14.6051,,9.3947,,5.6516,2.9046,0.1606,3.1858,3.338,0.7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_41-A4,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.0021,1.9584,14.8369,,9.2928,,5.7114,2.8652,0.1948,3.1773,3.3755,0.7712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_41-A5,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.3818,1.9834,14.629,,9.2675,,5.7158,2.8872,0.1852,3.1111,3.4983,0.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_41-B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,58.2406,2.0144,14.971,,9.2197,,5.7606,2.8208,0.205,3.249,3.2834,0.7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_VT_51-BA,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.3114,0.882884456,15.2783,,4.661380349,,5.502253577,2.1947,0.086323741,3.3073,3.2387,0.4534,,,,,,30.25515873,,138.001346,5.290059839,19.93386123,0,10.19265864,63.10710888,33.01137873,1.087795891,,49.60331815,516.4376216,21.70481677,233.1027756,21.50948404,,,,,,,0.730522073,851.0909684,40.68690175,71.65125894,8.730798245,33.38711657,5.877342629,1.382541359,5.192134972,0.69319682,4.166923808,0.738926127,2.110284478,0.30246122,2.015161332,0.332807195,5.36732849,1.197068899,,,5.237576524,,,9.563083515,,,2.564397234,,,,
2019,samp. 160501_SY_51-A1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,63.6358,1.25596,15.87097,,5.66968,,3.95139,1.88976,0.10014,5.02809,3.31002,0.51607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.02,-83.76,87.01225,0.01138,1.86373,,0.11734,,0.05856,0.18401,0.0159,0.48505,0.09093,0.01231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A3,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.02,-83.76,85.01346,0.0148,2.2158,,0.14721,,0.06841,0.20683,0.02066,0.49706,0.07362,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A4,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.02,-83.76,86.26785,0.02169,2.01022,,0.13346,,0.05315,0.21677,0,0.63357,0.06206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A5,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.02,-83.76,72.51338,0.29583,3.43109,,4.02896,,2.28904,1.25039,0.01422,1.0341,0.12344,0.34923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A6,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.02,-83.76,73.12432,1.20803,14.70181,,6.33526,,2.70348,1.80516,0.09443,4.09218,2.279,0.09861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A7,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,64.20647,1.22609,14.25155,,6.19898,,3.90362,2.02691,0.09126,3.99713,1.62322,0.52088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A8,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,66.56853,1.12519,13.21087,,5.90552,,3.64788,1.96883,0.12432,3.52042,0.80192,0.45596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A9,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,63.34173,1.27074,15.29083,,6.2317,,4.28775,2.10108,0.10212,4.29357,1.51141,0.5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A10,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.70691,1.24347,15.68031,,6.39411,,4.36039,2.16802,0.12846,4.48657,2.67094,0.55169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A11,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,63.37481,1.24988,15.89087,,6.11982,,4.13078,1.94168,0.12037,4.78131,2.79705,0.49248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A12,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.45978,1.25609,15.90093,,6.38501,,4.39546,2.13833,0.11378,4.67752,2.86286,0.52534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A13,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.05415,1.27432,15.66879,,6.39504,,4.42808,2.14345,0.10569,4.69038,2.7633,0.5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A14,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.17149,1.26743,15.85952,,6.40447,,4.47658,2.19244,0.16763,4.60367,2.6328,0.53464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A15,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.047,1.28694,15.89876,,6.30677,,4.38827,2.13176,0.08112,4.67532,2.88205,0.46394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A16,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,63.56268,1.28972,15.95641,,5.60101,,3.97577,1.94035,0.13327,4.991,2.84376,0.40062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A17,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,64.13635,1.24026,15.61096,,5.54294,,3.80387,1.88332,0.08461,5.0529,2.77986,0.45886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A18,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.20665,1.35048,15.5627,,6.20444,,4.36912,2.1134,0.13951,4.74297,2.91951,0.57851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A19,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,61.84876,1.38667,15.76271,,6.51055,,4.45995,2.20402,0.07828,4.71098,2.81298,0.52346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-A20,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.13008,1.33267,15.82742,,6.44147,,4.4662,2.18968,0.10036,4.70363,2.66488,0.49725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-B1,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,62.6167,1.3077,15.5536,,5.9496,,4.2561,2.1909,0.1397,3.2977,3.3334,0.5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-B2,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,61.6799,1.3378,15.7392,,7.3593,,4.2136,2.1079,0.1439,3.3451,3.2921,0.4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-B3,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,DACITE,10.02,-83.76,62.0861,1.2685,14.8859,,6.561,,4.1558,2.006,0.1777,3.1473,3.6932,0.5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,samp. 160501_SY_51-C,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / TURRIALBA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,10.02,-83.76,62.3114,1.3281,15.2783,,6.7971,,4.3648,2.1947,0.2136,3.3073,3.2387,0.4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
