"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[22151]","SEAMOUNT","GALAPAGOS ISLANDS / LARGO","","0.0967","0.0967","-89.0483","-89.0483","SAQ","-700","-1400","s_PL2-13-34 [22151]","NOT GIVEN [22151]","","","","PLIOCENE [22151]","","","","SLIGHTLY VESICULAR [22151] ","VOL","","","","","WR [22151] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.513122","","","0.702748","","18.4838","","15.5231","","38.0655","","","","","","","","","","","","","","","1349739",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR366","WEST RIFT","-0.39345545","-0.39345545","-90.47616164","-90.47616164","SAQ","-105","-105","s_AL150801-001 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.0448805","1.2498271","","16.8571915","","","","10.38571195","11.39419435","9.4243224","0.1831115","","0.10648835","2.65389535","0.16956775","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","5.21703296703297","","","","","","","","","","","","","","48.5084549109707","","210.915035971223","231.713838650681","","","46.3170022624434","129.289696969697","84.0877727042111","71.3047619047619","12.3541249748845","","","","","0.98068085106383","217.405063291139","28.0102292051756","149.205150214592","4.71438891520606","","","","","","","","","","","","1.38870967741935E-02","21.0125915201655","4.93484626184626","14.6737875288684","2.40379749509582","12.1861655085281","3.6217844919155","1.3754797731569","4.32908822891827","0.776268244575937","4.94058860967848","1.04965714285714","2.91542253255331","0.441108312342569","2.73094454454454","0.413672872340425","3.11874151624549","","","","","","","","","","0.378566947127869","","0.205549096622152","0.146106609808102","","","","","","","","","","","","","","","","","","","","","","","","","1971810",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR366","WEST RIFT","-0.39515414","-0.39515414","-90.47385188","-90.47385188","SAQ","-74","-74","s_AL150801-003 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","43.3735491","1.201503","","16.483187","","","","10.01310615","11.80862325","9.7151141","0.17467005","","0.05725805","2.48049595","0.7619763","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","5.34230281977932","","","","","","","","","","","","","","33.9376172874609","","89.4745115925504","252.43253693807","","","46.4527941383683","158.176786203121","72.8159126365055","72.1057360647928","10.8629111155299","","","","","0.297319715258434","271.713932399011","25.0946535403256","133.360018948366","4.45748202459792","","","","","","","","","","","","9.23747980613893E-03","17.6881377283225","4.50938599088164","13.7248798869524","2.2409408897014","11.2321941871606","3.28172159428911","1.2907528957529","4.03846345811052","0.711908594815825","4.42796779244017","0.937481401617251","2.58150321700136","0.404102564102564","2.42542424870466","0.374951086956522","2.85488154269972","0.256875","","","","","","","","","0.390126674525774","","0.215037362637363","1.88211950394588","","","","","","","","","","","","","","","","","","","","","","","","","1971812",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR366","MAIN EDIFICE","-0.39449983","-0.39449983","-90.47190894","-90.47190894","SAQ","-57","-57","s_AL150801-004 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.8207643625","1.2951986625","","17.075856575","","","","10.618334475","11.3177854375","8.5766092375","0.1916243625","","0.113486775","2.7194298625","0.2762161625","","","","","","","","","","","","","","","","2.24719101123567","","","","","","","","","","","","","","11.2022929452705","","","","","","","","","","","","","","37.2154247590808","","233.560379346681","226.721988080034","","","50.1579745725559","133.430157623099","67.4890933548561","86.8027654320988","11.4526909897198","","","","","0.661460638634208","231.683968542045","27.8234279141104","143.161263679537","5.26357244422653","","","","","","","","","","","","1.99475065616798E-03","27.6088723360232","5.30818128654971","15.7083449235049","2.5305676416819","12.8245379222435","3.7996374658267","1.42958506224066","4.56866974088713","0.812236472945892","5.01704963908939","1.06065380493033","2.92296227867591","0.427176172370089","2.73313685498674","0.41196261682243","3.25994166666667","0.319344827586207","","","","","","","","","0.435540415477011","","0.231908264136022","0.363112078346028","","","","","","","","","","","","","","","","","","","","","","","","","1971813",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR366","MAIN EDIFICE","-0.39470255","-0.39470255","-90.47143118","-90.47143118","SAQ","-30","-30","s_AL150801-005 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.2818093","1.17641505","","17.4648971","","","","10.0449709","11.1782331","10.0694974","0.1768272","","0.04683675","2.4498723","0.20307745","","","","","","","","","","","","","","","","1.79464548396587","","","","","","","","","","","","","","3.73177627333122","","","","","","","","","","","","","","34.5522846553002","","184.205690200211","236.042017879949","","","47.7240859272249","150.046366299344","49.9027818132903","68.9182320987654","10.6529772223342","","","","","0.144318684792918","233.428868723533","25.7105061349693","126.005575056783","4.53924589360137","","","","","","","","","","","","9.9737532808399E-04","18.7855203807159","4.6687485380117","13.6534167825684","2.21338208409506","11.2685468451243","3.40993105907524","1.28573368540174","4.09078809837505","0.735170340681363","4.54761221543587","0.965144694533762","2.67854041570439","0.393477820025349","2.51792127269019","0.386595460614152","2.89593333333333","0.271696551724138","","","","","","","","","0.390066358176627","","0.192923685251087","0.14626768226333","0.513068","","","0.702741","","","","","","","","","","","","","","","","","","","","","1971814",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR366","MAIN EDIFICE","-0.39480406","-0.39480406","-90.47147181","-90.47147181","SAQ","-35","-35","s_AL150801-006 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.54041855","1.2697394","","17.1037913","","","","10.0001082","11.8720017","8.4408238","0.17618465","","0.10175865","2.7027384","0.4628541","","","","","","","","","","","","","","","","0.335771675260892","","","","","","","","","","","","","","5.2951931884909","","","","","","","","","","","","","","34.9800082633246","","209.310450297366","220.965508933949","","","43.94867278798","123.280976386309","46.5205808917197","65.9800354139","10.5430734032412","","","","","0.624422393364929","209.84655287076","26.4817446043165","135.254921020656","4.63841364998847","","","","","","","","","","","","3.77733598409543E-03","21.6671709884968","4.735781137509","14.1170054406964","2.32603311258278","11.7158805970149","3.48195681211042","1.31079274795592","4.11763365838946","0.743050679851669","4.68957900218727","0.983341389728097","2.78030324909747","0.410016607354686","2.59908239771646","0.394743429286608","3.0050603057282","0.279066666666667","","","","","","","","","0.384462035243104","","0.195680058975304","0.243384301732926","","","","","","","","","","","","","","","","","","","","","","","","","1971815",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR366","MAIN EDIFICE","-0.39494278","-0.39494278","-90.46991817","-90.46991817","SAQ","-18","-18","s_AL150801-007 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","45.988803","1.1766272","","17.0198756","","","","10.388","11.5033576","9.2469076","0.1877974","","0.0678846","2.4089968","0.29","","","","","","","","","","","","","","","","0.82781456953626","","","","","","","","","","","","","","5.55626373626374","","","","","","","","","","","","","","43.745525560023","","227.125179856115","244.050233692339","","","49.3848020361991","134.113939393939","72.6646372399797","74.2190476190476","12.2406108097247","","","","","0.209446808510638","202.850366422385","28.8719334565619","145.551931330472","4.26849597347229","","","","","","","","","","","","9.91935483870968E-04","18.9596938986556","4.47211232011232","13.6530023094688","2.28858065489663","11.7618698673405","3.57322978874071","1.36448393194707","4.35685150661175","0.788149901380671","5.03038121365083","1.0715873015873","2.98172711832421","0.457148614609572","2.84085565565566","0.430537234042553","3.09290108303249","","","","","","","","","","0.62528472005817","","0.167996857816182","0.236929637526652","","","","","","","","","","","","","","","","","","","","","","","","","1971816",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR367","WEST RIFT","-0.37725219","-0.37725219","-90.44435072","-90.44435072","SAQ","-112","-112","s_AL150801-011 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.1533248","1.3230954","","16.6848462","","","","10.4763483","11.5157889","8.9275329","0.1653993","","0.0844866","2.5261236","0.2215818","","","","","","","","","","","","","","","","1.40692640692649","","","","","","","","","","","","","","8.1089010989011","","","","","","","","","","","","","","38.9536128661689","","253.501007194245","259.829343629344","","","47.2460520361991","115.685333333333","87.1339421613394","79.5333333333333","13.281157323689","","","","","0.460978723404255","214.384277148568","30.2080591497227","198.523605150215","5.820760776883","","","","","","","","","","","","1.48790322580645E-02","16.1863081695967","5.21877430677431","16.0773672055427","2.68740817866305","13.6465319014529","4.10237696211495","1.47144347826087","4.85857359635812","0.862410256410256","5.41050323713377","1.12740952380952","3.06188639365918","0.460156171284635","2.81412052052052","0.417640957446809","3.91880108303249","","","","","","","","","","0.389554378311","","0.211478397486253","0.166837953091684","","","","","","","","","","","","","","","","","","","","","","","","","1971820",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR367","WEST RIFT","-0.37735286","-0.37735286","-90.44429659","-90.44429659","SAQ","-115","-115","s_AL150801-012 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.033613","1.3031172","","16.6611456","","","","10.3052565","11.3766147","8.8129305","0.1463121","","0.1045539","2.5658523","0.1406394","","","","","","","","","","","","","","","","1.30974885228176","","","","","","","","","","","","","","6.47957946580792","","","","","","","","","","","","","","38.5696261280619","","241.787483794932","254.391229665555","","","45.8289808558559","111.953238927388","78.3331655762456","74.8439722863741","13.0928126858276","","","","","0.33451094890511","203.675294117647","28.3560176828145","176.292154065621","5.32165913370998","","","","","","","","","","","","4.9747219413549E-03","18.1030670794634","4.89878070124264","15.0891624482283","2.51724147257701","12.8414660347551","3.87088954379347","1.39835560588901","4.58487165082109","0.810847012475377","5.0858125548727","1.05651374207188","2.8864325449385","0.432370463078849","2.62824230307877","0.395350199733688","3.67529717066138","","","","","","","","","","0.366466458982347","","0.197565763643502","0.107950802139037","0.513078","","","0.70263924","","","","","","","","","","","","","","","","","","","","","1971821",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR367","WEST RIFT","-0.37725328","-0.37725328","-90.4430165","-90.4430165","SAQ","-48","-48","s_AL150801-013 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","43.90887","1.37988","","16.63333","","","","9.85355","13.04967","8.05582","0.1416","","0.07745","2.43502","1.241","","","","","","","","","","","","","","","","2.1712538226298","","","","","","","","","","","","","","7.02361227246414","","","","","","","","","","","","","","44.1297868613139","","288.906434519304","279.797642641076","","","44.0126710944268","109.714922600619","39.5705744736158","99.150289017341","13.7121475953566","","","","","0.342334510433387","325.307414736352","34.1536072031514","205.51646430306","6.31062943176299","","","","","","","","","","","","0.008977192093259","19.475725","5.58243528159016","16.781796966161","2.84033160621762","14.4986149936468","4.40083307737744","1.57094153378891","5.28295750955762","0.934176664469347","5.88047257940433","1.23496650717703","3.38335405610311","0.507637735849057","3.1235281124498","0.466870838881491","4.17837572463768","","","","","","","","","","0.585695457852614","","0.235345223939754","4.46389688506982","","","","","","","","","","","","","","","","","","","","","","","","","1971822",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR367","MAIN EDIFICE","-0.3773574","-0.3773574","-90.44002749","-90.44002749","SAQ","-74","-74","s_AL150801-016 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","50.0346297","1.370853","","17.6996754","","","","10.6749522","12.241944","10.1156319","0.1556577","","0.1379466","2.5896024","0.3119193","","","","","","","","","","","","","","","","2.55894962486624","","","","","","","","","","","","","","17.1577950369388","","","","","","","","","","","","","","39.8899756481879","","252.319552150854","295.664423562696","","","46.1372691441441","128.741428141006","77.7881227981882","77.4728868360277","13.6527333994054","","","","","1.89458394160584","241.303137254902","29.0313906796832","166.801711840228","4.98836299435028","","","","","","","","","","","","0.109443882709808","17.2461754385965","5.11334729595706","15.4803267372296","2.59274891059354","13.1178388625592","3.94215112578097","1.41931596828992","4.63922990492653","0.828646093237032","5.23348770851624","1.07742494714588","2.93604465468306","0.438347934918648","2.65790643742503","0.400316910785619","3.58500234276446","","","","","","","","","","0.417392315680166","","0.209419709462112","3.3375614973262","0.513085","","","0.702665","","","","","","","","","","","","","","","","","","","","","1971825",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","PLATFORM","-0.33579669","-0.33579669","-90.48163341","-90.48163341","SAQ","-300","-300","s_AL150801-022 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.3551957","1.4374305","","17.2179117","","","","10.0257993","11.8587348","9.2843289","0.1750221","","0.1019601","2.4705252","0.1323531","","","","","","","","","","","","","","","","0.45184304399588","","","","","","","","","","","","","","4.11866709102483","","","","","","","","","","","","","","36.5631740306583","","249.16511939898","278.914800043117","","","49.5515065277982","146.715586052374","74.4098627187079","71.430243902439","11.1863616116623","","","","","1.09668682367919","222.63173594132","23.4090909090909","90.6417222998499","4.31524729064039","","","","","","","","","","","","1.30757014293277E-02","21.3077395115842","4.21977134775178","12.3777242990654","1.97938964241677","9.88638986854761","2.98152173913043","1.11959438968916","3.63048050949819","0.660309651474531","4.11381430475344","0.876004298764105","2.45993631067961","0.368","2.32991699198685","0.353369272237197","2.2697293561295","0.311414634146341","","","","","","","","","0.444901120503244","","0.174554797270173","0.126010810810811","","","","","","","","","","","","","","","","","","","","","","","","","1971831",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","SOUTHEAST RIFT","-0.33295476","-0.33295476","-90.48070763","-90.48070763","SAQ","-194","-194","s_AL150801-023 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.5227928","1.5126507","","16.8652836","","","","10.4212647","11.8539333","9.5012181","0.1791108","","0.1021086","2.4355584","0.1243242","","","","","","","","","","","","","","","","1.32362673730403E-02","","","","","","","","","","","","","","4.42922684262948","","","","","","","","","","","","","","38.1420418924857","","260.570925566343","322.483372216331","","","48.1607580174927","144.747182506308","87.869373650108","72.7659478089611","11.2438985098671","","","","","1.12361982434128","219.888894151077","24.6040319513123","96.5881235885855","4.4481396025206","","","","","","","","","","","","1.19434258774227E-02","21.7096907216495","4.40349327091867","12.7909044879171","2.04614350590372","10.2783979817092","3.11205615194054","1.1772569706104","3.87875","0.690090789473684","4.36035415296954","0.930033970276008","2.58204796345641","0.383659574468085","2.43654083484574","0.372470277410832","2.38599430807542","0.309732441471572","","","","","","","","","0.493026173904519","","0.185288109161793","9.22761596548004E-02","","","","","","","","","","","","","","","","","","","","","","","","","1971832",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","SOUTHEAST RIFT","-0.32981388","-0.32981388","-90.48325036","-90.48325036","SAQ","-138","-138","s_AL150801-024 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.6643034","1.586574","","16.4884203","","","","10.6827732","11.2909896","9.9368874","0.1814967","","0.1255221","2.4685749","0.1487079","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","5.31561733628599","","","","","","","","","","","","","","38.6644862861379","","260.860906217071","278.717943805875","","","49.5817886891714","134.130841121495","90.0287328490718","75.7596345679012","11.5612940939327","","","","","1.54140373063547","246.806436781609","27.6062116564417","120.484204005782","5.07825643540083","","","","","","","","","","","","1.99475065616798E-02","24.7370742809849","5.34277192982456","15.4811172925359","2.46436380255942","12.2001593371574","3.64295138476168","1.31053564692569","4.42520421607378","0.778773547094188","4.86626674069961","1.01239657020364","2.80883140877598","0.426185044359949","2.73414725678156","0.409933244325768","2.88685833333333","0.35888275862069","","","","","","","","","0.587120606478291","","0.253899565045473","0.136039173014146","","","","","","","","","","","","","","","","","","","","","","","","","1971833",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","MAIN EDIFICE","-0.32642637","-0.32642637","-90.48872528","-90.48872528","SAQ","-90","-90","s_AL150801-025 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.2226149","1.5532704","","16.7029236","","","","10.3028409","11.7705555","9.8085834","0.1811601","","0.0907137","2.378871","0.1334322","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.78289736608927","","","","","","","","","","","","","","39.8469118950251","","273.900523924406","271.021892147174","","","49.910007550721","145.677936028073","97.27870241916","76.1235927417958","12.0914608096629","","","","","0.894160816137607","227.965796979109","25.5695537333333","103.60960285521","4.66550642750623","","","","","","","","","","","","9.98184950221144E-03","20.5013430617152","4.6023558378697","13.4297383481428","2.15143231552594","10.7369166213873","3.24848778643739","1.21167233212442","3.98679409860796","0.709902410389537","4.47875770414285","0.951612939074056","2.64221134417228","0.398987373737374","2.47853650209366","0.376378189787641","2.48698474465795","0.346243902439024","","","","","","","","","0.465117222111008","","0.186917716110012","9.95633221204037E-02","","","","","","","","","","","","","","","","","","","","","","","","","1971834",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","MAIN EDIFICE","-0.32787394","-0.32787394","-90.49171681","-90.49171681","SAQ","-142","-142","s_AL150801-026 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.7451567","1.5805746","","17.1186444","","","","10.3949109","11.9696049","9.0450855","0.1791306","","0.1091772","2.4443892","0.134739","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","3.975780622431","","","","","","","","","","","","","","34.0795868337695","","234.646146376988","197.277414173861","","","45.3862020033389","136.323056513664","81.9288050955414","64.5532005312085","10.5337349857007","","","","","1.04414691943128","220.947195743738","22.4062050359712","92.2091373025516","4.15864237952502","","","","","","","","","","","","1.13320079522863E-02","19.3530200818873","4.08812095032397","12.02078781284","1.94692052980132","9.58065671641791","2.92326357969724","1.09575542125844","3.43490761033477","0.625776266996292","3.99095052598688","0.833148036253777","2.340759566787","0.35064768683274","2.21822302568982","0.33386733416771","2.2598726692424","0.294","","","","","","","","","0.435597379832088","","0.170521194249908","0.219429153924567","","","","","","","","","","","","","","","","","","","","","","","","","1971835",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","SOUTHWEST RIFT","-0.32911074","-0.32911074","-90.49456216","-90.49456216","SAQ","-177","-177","s_AL150801-027 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.2716199","1.4779215","","16.5148731","","","","10.5268185","11.4641901","10.608345","0.1785366","","0.0999504","2.3386671","0.1218096","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.41037398929667","","","","","","","","","","","","","","37.4204059892567","","254.183895712468","330.859512664248","","","50.3065443381808","165.826279035422","90.9938463250247","72.8083554489784","11.7127860370922","","","","","1.12204978619473","223.461872892596","23.8495643355799","96.1754324295865","4.35829907399676","","","","","","","","","","","","1.23616374436786E-02","20.9525578631589","4.31296443496251","12.5692906887559","2.0126965067413","10.0382506233939","3.03121925534176","1.15126402093551","3.70274749848918","0.660530597856988","4.23344638905975","0.881873768867208","2.48777807325489","0.372208594075928","2.33529597239934","0.353590095506082","2.33144055496581","0.319609756097561","","","","","","","","","0.442512092049022","","0.176735521375184","8.80518186635834E-02","0.513056","","","0.70282654","","","","","","","","","","","","","","","","","","","","","1971836",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","SOUTHEAST RIFT","-0.33004389","-0.33004389","-90.48319206","-90.48319206","SAQ","-147","-147","s_AL150801-028 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.5720453","1.5629031","","16.4137149","","","","10.6881588","11.2065426","10.1787345","0.1815759","","0.1292346","2.4961761","0.1440153","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.64979823840282","","","","","","","","","","","","","","35.2437680760226","","237.152858356597","245.763983135916","","","46.0198497495826","128.9928362961","82.9312815286624","65.8825498007968","10.776533841754","","","","","1.51645438388626","229.561294613168","25.2220323741007","109.819198055893","4.62716901083698","","","","","","","","","","","","1.79423459244533E-02","23.3001403782414","4.96976241900648","14.1077301414581","2.24572847682119","11.1681492537313","3.3333481745325","1.2079488091006","3.85027887805369","0.703646477132262","4.46707384647433","0.93327693856999","2.6135797833935","0.393319098457888","2.45484605137964","0.375719649561952","2.62825902906098","0.391066666666667","","","","","","","","","0.612677184242089","","0.222702543309989","0.109235474006116","","","","","","","","","","","","","","","","","","","","","","","","","1971837",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR368","SOUTHWEST RIFT","-0.3294855","-0.3294855","-90.49347356","-90.49347356","SAQ","-210","-210","s_AL150801-029 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.7657982","1.4782878","","17.2151793","","","","10.133343","11.8131156","9.5405607","0.1760913","","0.0967131","2.4186492","0.1236213","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","3.76064897240164","","","","","","","","","","","","","","32.8517394298306","","224.350722175021","246.874362577796","","","45.3767445742905","141.463730432475","72.9538038216561","61.7349800796813","10.3189513822688","","","","","0.97654028436019","210.912214586566","21.1650179856115","85.07042527339","3.92250495734379","","","","","","","","","","","","1.13320079522863E-02","19.2783700526418","3.8719222462203","11.03760609358","1.78444370860927","8.89645671641791","2.67777715939448","1.01628510487025","3.29244174122851","0.594815822002472","3.7656169149047","0.784972809667674","2.21476967509025","0.324673784104389","2.05890313986679","0.315794743429287","2.09998924911809","0.278133333333333","","","","","","","","","0.414764461666205","","0.162134906008109","0.108277268093782","","","","","","","","","","","","","","","","","","","","","","","","","1971838",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR369-70","EAST CONE","-0.3215","-0.3215","-90.4272666666667","-90.4272666666667","SAQ","-85","-85","s_AL150801-034 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","44.4096972","1.6702686","","16.2437913","","","","10.9323126","12.0725946","8.9546985","0.1804275","","0.0605286","2.569941","0.5719329","","","","","","","","","","","","","","","","1.27603103307465","","","","","","","","","","","","","","2.3578021978022","","","","","","","","","","","","","","32.1811717403791","","226.942014388489","151.670717333875","","","41.6330429864253","91.5737696969697","31.6763064434297","79.9809523809524","11.3797950572634","","","","","0.092","199.097268487675","21.3296007393715","93.3589699570815","3.84118190431075","","","","","","","","","","","","9.91935483870968E-04","15.4066018614271","3.93765952965953","11.5230946882217","1.83756088727931","9.15491850915982","2.73888162398206","1.01561587901701","3.32564404942554","0.59705325443787","3.75333084604411","0.77951746031746","2.14549764106435","0.322811083123426","1.98533133133133","0.292646276595745","2.15867003610108","","","","","","","","","","0.4285098161421","","0.153173605655931","0.22508315565032","0.51307","","","0.70270858","","","","","","","","","","","","","","","","","","","","","1971843",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR371","MAIN EDIFICE","-0.35343355","-0.35343355","-90.39805305","-90.39805305","SAQ","-66","-66","s_AL150801-036 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.5153381","1.7364105","","16.9174368","","","","10.0910898","11.2262832","9.1180386","0.1663695","","0.1690821","2.8053036","0.2470545","","","","","","","","","","","","","","","","0.252596126859299","","","","","","","","","","","","","","3.73077120987972","","","","","","","","","","","","","","38.8652496350365","","257.683724451173","215.591446750808","","","40.8703205313312","76.5737213622291","60.6498570314531","78.9468208092485","13.8097429519071","","","","","1.20311781701445","313.120381794902","29.8893190770962","159.791743564837","6.50587226809131","","","","","","","","","","","","0.008977192093259","32.7677333333333","7.16705608140085","20.4416569428238","3.21426882048156","15.5108386277001","4.34826509155346","1.58800607441154","5.06512419442927","0.871633487145682","5.32390108803165","1.09774800637959","2.9778286580743","0.441554716981132","2.71533413654618","0.401310252996005","3.47416630434783","","","","","","","","","","0.763602951876104","","0.405870788743559","0.323254564983888","0.513081","","","0.702717","","","","","","","","","","","","","","","","","","","","","1971845",
