TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V7 [625],"BASALT, ALKALINE, OLIVINE [625]",VOL,50.63,1.68,16.64,,,8.7,5.9,2.6,,2.8,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_3 [618],TRACHYTE [618],VOL,58.07,1.63,18.84,3.27,2.05,,8.12,0.99,0.1,4.31,5.34,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_PC77 [1353],BASALT [1353],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_PC8 [1353],TRACHYTE [1353],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_RB43 [1353],BASALT [1353],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_E10 [1353],BASALT [1353],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_1 [1360],BASALT [1360],VOL,44.6,5.93,15.76,5.65,4.28,,8.7,6.83,0.07,1.54,2.66,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_2 [1360],HAWAIITE [1360],VOL,47.71,3.44,17.46,5.19,5.21,,8.21,4.07,0.09,2.02,3.48,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_3 [1360],MUGEARITE [1360],VOL,52.1,1.78,20.52,3.67,4.14,,5.09,3.08,0.12,2.77,4.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_4 [1360],MUGEARITE [1360],VOL,52.85,2.33,18.11,4.22,3.86,,5.14,2.36,0.08,3.21,5.07,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
