TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM)
OCEAN ISLAND,GALAPAGOS ISLANDS / ROCA REDONDA,0.3,-91.52,SAE,s_R957 [1506],BASALT [1506],VOL,48.21,3.34,16.02,,,10.44,9.69,6.06,0.18,0.83,3.63,0.48,,,,,,,,,,,,,,,28,,318,145,,,,56,,,,,,,,13,395,21,139,19.2,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ROCA REDONDA,0.3,-91.52,SAE,s_R9510 [1506],BASALT [1506],VOL,49.18,3.39,16.25,,,10.31,10.34,5.65,0.15,0.9,4.23,0.54,,,,,,,,,,,,,,,30,,309,149,,,,58,,,,,,,,14,422,38,245,33.6,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ROCA REDONDA,0.3,-91.52,SAE,s_R9518 [1506],BASALT [1506],VOL,48.98,3.47,16.32,,,10.49,10.36,5.59,0.16,0.91,4.14,0.53,,,,,,,,,,,,,,,27,,325,129,,,,61,,,,,,,,10,420,34,238,32.1,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.546,SAE,s_E9759 [6186] / s_E97-59 [6186],BASALT [6186],VOL,48.77,1.99,17.41,,,10.04,11.82,6.47,0.16,0.46,2.68,0.24,,,,,,,,,,,,,,,31,,242,,,,,,,,19,,,,,6,403,20,133,16.9,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ROCA REDONDA,0.3,-91.52,SAE,s_R956 [1506],BASALT [1506],VOL,49.06,3.36,16.77,,,9.79,10.17,5.42,0.15,0.89,3.84,0.55,,,,,,,,,,,,,,,35,,305,133,,,,64,,,,,,,,14,431,30,198,27.3,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.546,SAE,s_E97110 [6186] / s_E97-110 [6186],BASALT [6186],VOL,48.76,2,18.16,,,9.42,11.19,8.74,0.15,0.47,2.62,0.25,,,,,,,,,,,,,,,32,,228,256,,,,152,,,21,,,,,5.96,468.3,20.79,137.8,16.9,,,,,,,,,,,,,122.6,15,33.5,4.64,20.15,4.8,1.67,4.98,0.78,4.28,0.84,2.16,0.3,1.82,0.27,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ROCA REDONDA,0.3,-91.52,SAE,s_R9519 [1506],BASALT [1506],VOL,49.51,3.29,17.21,,,9.39,10.22,5.02,0.13,0.94,3.82,0.54,,,,,,,,,,,,,,,27,,301,148,,,,69,,,,,,,,12,506,29,197,27.6,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.546,SAE,s_E97135 [6186] / s_E97-135 [6186],BASALT [6186],VOL,49.03,2.37,16.6,,,10.09,10.36,9.23,0.16,0.53,3.1,0.31,,,,,,,,,,,,,,,33,,256,437,,,,170,,,21,,,,,7,424,25,167,18.9,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.78,-91.03,SAE,s_SN90-60 [1497],BASALT [1497],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3008,-91.6287,SAE,s_NSK97-09 [10282],BASALT [10282],VOL,48.54,3.03,14.61,,,11.6,11.52,7.19,0.18,0.41,2.59,0.32,,,,,,,,,,,,,,,29.8,,356,298,,,,81,,,,,,,,7,332,27.6,155,19.31,,,,,,,,,,,,0.08,94,13.85,31.8,4.27,20.09,5.74,2.09,6.05,1.05,5.99,1.18,2.96,0.4,2.4,0.35,4.02,1.5,,,,,,,,,1.06,,1.76,0.38
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.2833,-91.5113,SAE,s_NSK97-201 [10282],BASALT [10282],VOL,49.2,3.5,14.24,,,11.43,11.29,6.45,0.186,0.49,2.85,0.366,,,,,,,,,,,,,,,45.45,,388,119,,,,54,,,,,,,,9.25,396.1,32.33,178,26.18,,,,,,,,,,,,0.09,113.89,17.77,40.51,5.22,23.23,6.51,2.25,6.4,1.11,6.41,1.29,3.17,0.42,2.51,0.37,4.57,1.88,,,,,,,,,1.18,,1.74,0.5
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.2938,-91.5122,SAE,s_NSK97-202 [10282],BASALT [10282],VOL,49.39,2.5,15.87,,,9.66,11.88,7.63,0.168,0.31,2.36,0.245,,,,,,,,,,,,,,,35.61,,309,323,,,,97,,,,,,,,5.39,305.49,23.87,126,15.18,,,,,,,,,,,,0.06,67.93,10.51,24.27,3.22,15.62,4.5,1.6,4.74,0.8,4.69,0.93,2.27,0.31,1.82,0.27,3.06,1.08,,,,,,,,,1.42,,0.97,0.28
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3045,-91.5075,SAE,s_NSK97-204 [10282],BASALT [10282],VOL,49.47,2.47,15.69,,,9.93,11.84,7.34,0.164,0.32,2.53,0.243,,,,,,,,,,,,,,,39.06,,302,311,,,,87,,,,,,,,5.92,331.72,25.08,126,15.81,,,,,,,,,,,,0.05,72.54,11.1,25.25,3.47,16.04,4.54,1.69,5,0.87,4.99,1.01,2.5,0.34,1.99,0.3,3.34,1.17,,,,,,,,,0.71,,1,0.29
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3058,-91.5612,SAE,s_NSK97-211 [10282],BASALT [10282],VOL,49.26,3.15,14.53,,,11.37,11.36,6.57,0.185,0.46,2.78,0.336,,,,,,,,,,,,,,,38.42,,353,166,,,,55,,,,,,,,7.65,318.56,30.4,175,20.7,,,,,,,,,,,,0.08,95.09,15.24,34.2,4.55,21.23,5.98,2.11,6.12,1.04,6.02,1.14,2.94,0.41,2.41,0.36,4.27,1.49,,,,,,,,,1.39,,1.33,0.39
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3018,-91.644,SAE,s_NSK97-213 [10282],BASALT [10282],VOL,48.36,3.1,15.67,,,11.44,11.49,6.21,0.18,0.44,2.76,0.33,,,,,,,,,,,,,,,29.1,,355,181,,,,52,,,,,,,,7.5,343,30.28,171,20.5,,,,,,,,,,,,0.09,100,15.11,34.66,4.65,21.89,6.28,2.21,6.57,1.12,6.55,1.27,3.21,0.45,2.6,0.39,4.43,1.57,,,,,,,,,1.07,,1.52,0.4
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3945,-91.5512,SAE,s_NSK97-216 [10282],BASALT [10282],VOL,48.88,3.42,15.05,,,11.46,11.34,5.84,0.188,0.54,2.91,0.376,,,,,,,,,,,,,,,42.2,,383,143,,,,37,,,,,,,,9.67,370.66,34.54,196,24.31,,,,,,,,,,,,0.08,114.2,17.88,40.24,5.27,23.91,6.92,2.37,7.04,1.17,6.94,1.37,3.42,0.47,2.8,0.41,4.96,1.75,,,,,,,,,1.1,,1.64,0.49
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3525,-91.5667,SAE,s_NSK97-220 [10282],BASALT [10282],VOL,48.88,2.47,16.15,,,9.62,12.68,7.17,0.164,0.31,2.32,0.244,,,,,,,,,,,,,,,42.74,,294,341,,,,77,,,,,,,,6.09,347.36,24.82,125,15.86,,,,,,,,,,,,0.05,72.23,11.45,25.73,3.35,15.89,4.77,1.7,4.95,0.83,5.09,0.99,2.41,0.34,2.02,0.29,3.36,1.2,,,,,,,,,0.7,,1.01,0.28
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.4562,-91.6108,SAE,s_NSK97-224 [10282],BASALT [10282],VOL,49.18,3.09,15.71,,,10.22,11.75,6.21,0.176,0.47,2.86,0.337,,,,,,,,,,,,,,,40,,357,186,,,,51,,,,,,,,8.22,359.55,31.63,171,21.46,,,,,,,,,,,,0.09,98.57,15.68,35.41,4.72,21.58,6.26,2.1,6.32,1.07,6.3,1.21,3.1,0.43,2.48,0.37,4.34,1.51,,,,,,,,,3.21,,1.35,0.39
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3765,-91.5655,SAE,s_NSK97-228 [10282],BASALT [10282],VOL,48.9,3.13,16.08,,,10.72,11.45,5.81,0.18,0.48,2.92,0.338,,,,,,,,,,,,,,,39.1,,351,185,,,,37,,,,,,,,8.57,383.16,32.13,172,21.58,,,,,,,,,,,,0.08,101.04,15.46,34.81,4.65,21.46,6.13,2.18,6.5,1.09,6.4,1.25,3.21,0.44,2.57,0.38,4.5,1.59,,,,,,,,,0.96,,1.36,0.4
OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.4393,-91.4058,SAE,s_NSK97-232 [10282],BASALT [10282],VOL,49.53,2.42,16.15,,,9.63,12.33,6.77,0.168,0.31,2.46,0.237,,,,,,,,,,,,,,,38.26,,316,242,,,,62,,,,,,,,5.01,335.46,24.29,124,14.47,,,,,,,,,,,,0.04,66.43,10.93,25.11,3.35,15.44,4.45,1.61,4.85,0.83,4.92,0.97,2.45,0.32,1.94,0.29,3.18,1.08,,,,,,,,,0.69,,0.95,0.28
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.3658,-90.5873,SAE,s_NSK97-246 [10282],BASALT [10282],VOL,47.26,2.25,16.95,,,10.72,11.21,7.93,0.18,0.3,2.92,0.281,,,,,,,,,,,,,,,33.03,,266,174,,,,111,,,,,,,,3.89,306.94,29.05,143,11.45,,,,,,,,,,,,0.04,62.93,10.32,24.63,3.41,16.4,4.95,1.78,5.52,0.94,5.63,1.12,2.89,0.4,2.44,0.37,3.55,0.79,,,,,,,,,1.62,,0.76,0.22
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",-1.2333,-90.4225,SAE,s_NSK97-260 [10282],BASALT [10282],VOL,46.78,1.75,14.3,,,9.09,11.68,13.21,0.172,0.54,2.29,0.193,,,,,,,,,,,,,,,38.98,,255,824,,,,329,,,,,,,,11.27,336.6,22.42,88,15.26,,,,,,,,,,,,0.13,172.18,11.38,21.58,2.66,12,3.37,1.23,3.75,0.65,4.16,0.85,2.19,0.32,1.87,0.29,2.03,0.97,,,,,,,,,1.29,,0.98,0.23
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",-1.3147,-90.5083,SAE,s_NSK97-262 [10282],BASALT [10282],VOL,48.19,1.85,16.16,,,9.8,11.72,8.48,0.174,0.55,2.88,0.201,,,,,,,,,,,,,,,36.3,,296,273,,,,118,,,,,,,,10.07,284.96,22.73,89,13.76,,,,,,,,,,,,0.12,166.8,9.92,18.85,2.33,10.35,3.12,1.15,3.78,0.67,4.35,0.88,2.31,0.34,2.07,0.31,2.1,0.84,,,,,,,,,2.28,,0.86,0.19
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.9837,-91.447,SAE,s_SG93-1 [10282],BASALT [10282],VOL,47.97,2.28,15.47,,,10.35,12.67,7.83,0.174,0.41,2.59,0.256,,,,,,,,,,,,,,,36.41,,321,356,,,,117,,,,,,,,5.1,329.94,24.62,141,20.01,,,,,,,,,,,,0.04,113.84,15.95,33.34,4.14,18.79,4.93,1.71,5.08,0.85,4.98,0.95,2.42,0.34,2.03,0.31,3.31,1.33,,,,,,,,,4.85,,1.42,0.37
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.8416,-91.4783,SAE,s_SG93-7 [10282],BASALT [10282],VOL,50.93,1.45,13.6,,,9.47,9.9,11.84,0.155,0.18,2.34,0.137,,,,,,,,,,,,,,,31.74,,189,583,,,,356,,,,,,,,3.61,186.9,19.69,77,7.66,,,,,,,,,,,,0.04,43.63,5.75,12.88,1.82,8.87,3.05,1.13,3.6,0.64,3.77,0.75,1.93,0.26,1.55,0.23,2.1,0.52,,,,,,,,,0.99,,0.57,0.16
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.8144,-91.4473,SAE,s_SG93-8 [10282],BASALT [10282],VOL,48.89,2.66,15.49,,,10.22,11.28,7.03,0.185,0.66,3.23,0.35,,,,,,,,,,,,,,,36.73,,326,227,,,,97,,,,,,,,12.51,377.64,32.36,178,27.56,,,,,,,,,,,,0.13,148.21,20.8,43.17,5.61,24.86,6.53,2.22,6.68,1.08,6.56,1.26,3.2,0.44,2.63,0.39,4.6,1.79,,,,,,,,,1.89,,1.99,0.54
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.7778,-91.4078,SAE,s_SG93-13 [10282],BASALT [10282],VOL,49.12,2.53,15.14,,,10.32,12.15,6.85,0.181,0.53,2.89,0.285,,,,,,,,,,,,,,,41.26,,330,119,,,,74,,,,,,,,10.83,341.74,28.03,152,22.8,,,,,,,,,,,,0.12,124.41,16.73,35.23,4.51,19.98,5.49,1.9,5.75,0.95,5.61,1.08,2.69,0.37,2.18,0.34,3.9,1.5,,,,,,,,,1.99,,1.57,0.43
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.7669,-91.3995,SAE,s_SG93-15 [10282],BASALT [10282],VOL,48.88,2.4,15.43,,,10.07,12.5,7,0.173,0.52,2.78,0.267,,,,,,,,,,,,,,,39.34,,309,138,,,,86,,,,,,,,9.88,343.26,25.92,143,21.04,,,,,,,,,,,,0.11,126.61,16,33.62,4.32,19.64,5.35,1.84,5.58,0.92,5.54,1.08,2.64,0.37,2.13,0.32,3.68,1.42,,,,,,,,,1.53,,1.52,0.43
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.87,-91.35,SAE,s_CA90-15 [10282],BASALT [10282],VOL,48.73,2.16,15.61,,,10.12,12.51,7.2,0.17,0.46,2.82,0.23,,,,,,,,,,,,,,,41,,313,147,,,,73,,,,,,,,9,342,25,135,5.71,,,,,,,,,,,,0.09,80,14.56,31.33,4.03,18.4,5.07,1.79,5.3,0.88,5.2,1.02,2.68,0.35,2.07,0.31,3.45,3.54,,,,,,,,,1.14,,1.06,0.33
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0012,-91.0048,SAE,s_W95-75R [10282],BASALT [10282],VOL,48.9,2.3,18.2,,,8.83,12.39,5.86,0.14,0.37,2.73,0.28,,,,,,,,,,,,,,,35,,273,205,,,,72,,,,,,,,3,418,26.31,170,13,,,,,,,,,,,,,82,15.18,38.12,5.56,26.21,6.63,2.16,6.86,1.07,6.03,1.15,3.03,0.42,2.53,0.39,3.78,,,,,,,,,,0.95,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / MARCHENA (BINDLOE),-0.3572,-90.5363,SAE,s_SKV98-101 [10282],BASALT [10282],VOL,48.73,2.51,14.42,,,12.37,11.49,6.31,0.2,0.32,3.38,0.26,,,,,,,,,,,,,,,40.23,,335,132,,,,38,,,,,,,,5.16,235,39,164,10.78,,,,,,,,,,,,0.05,51,10.01,24.7,3.62,18.46,6.07,2.23,7.33,1.29,7.65,1.56,4.1,0.57,3.41,0.52,,0.76,,,,,,,,,,,0.73,0.21
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_B-2-F [1594],BASALT [1594],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),-0.6,-90.38,SAE,s_B-2-G [1594],THOLEIITE [1594],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-1 [11657],NOT GIVEN [11657],VOL,48.3,4.13,13.39,,,13.77,10.27,5.36,0.22,0.65,3.26,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-2 [11657],NOT GIVEN [11657],VOL,51.25,3.69,13.46,,,13.27,8.53,4.41,0.28,1.01,3.57,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-4 [11657],NOT GIVEN [11657],VOL,49.06,4.23,13.47,,,13.33,9.77,5.2,0.23,0.67,3.46,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-7 [11657],NOT GIVEN [11657],VOL,48.48,4.27,13.18,,,14,10.1,5.31,0.23,0.66,3.24,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-11 [11657],NOT GIVEN [11657],VOL,48.41,4.12,13.2,,,14.01,10.1,5.41,0.23,0.63,3.32,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN05-A [11657],NOT GIVEN [11657],VOL,51.03,3.7,13.47,,,13.14,8.71,4.44,0.21,0.95,3.8,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05 HALL [11657],NOT GIVEN [11657],VOL,48.78,4.12,13.35,,,13.65,10.03,5.2,0.25,0.69,3.34,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-05 [11657],NOT GIVEN [11657],VOL,47.92,5.15,11.97,,,15.63,9.68,4.8,0.24,0.76,3.18,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-1 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,445,74,,,47,43,119,143,,,,,,13,317,45,254,37.2,,,,,,,,,,,,,145.6,23.8,55.4,7.61,33.2,8.31,2.69,8.72,1.39,8.03,1.61,4.32,0.61,3.59,0.519,5.85,2.33,,,,,,,,,1.48,,2.18,0.65
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-2 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,415,47,,,44,32,98,147,,,,,,15,311,49,279,40.9,,,,,,,,,,,,,159.2,26.2,61,8.34,36.2,9.03,2.89,9.39,1.5,8.66,1.74,4.66,0.65,3.9,0.562,6.3,2.53,,,,,,,,,1.8,,2.41,0.74
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-4 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,456,74,,,47,43,120,145,,,,,,13,317,45,256,37.5,,,,,,,,,,,,,146.4,24,55.9,7.64,33.4,8.35,2.7,8.75,1.4,8.08,1.63,4.36,0.61,3.64,0.526,5.89,2.35,,,,,,,,,1.6,,2.16,0.63
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-7 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,,475,77,,,49,44,122,146,,,,,,13,319,45,258,37.8,,,,,,,,,,,,,146,24,55.7,7.61,33.3,8.35,2.69,8.69,1.4,8.13,1.63,4.36,0.62,3.67,0.524,5.92,2.35,,,,,,,,,1.44,,2.11,0.62
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-11 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,483,77,,,49,44,125,150,,,,,,14,333,47,266,39.7,,,,,,,,,,,,,152.4,25.2,58.4,7.99,34.6,8.71,2.82,9.11,1.46,8.5,1.71,4.55,0.64,3.81,0.551,6.14,2.45,,,,,,,,,1.54,,2.2,0.64
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05 HALL [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,,457,53,,,47,36,108,150,,,,,,14,307,46,278,41.1,,,,,,,,,,,,,155.5,25.8,61,8.19,35.4,8.97,2.84,9.2,1.47,8.48,1.71,4.56,0.64,3.79,0.549,6.35,2.54,,,,,,,,,1.77,,2.2,0.67
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-05 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,,467,80,,,48,45,123,146,,,,,,13,323,46,259,38.1,,,,,,,,,,,,,146.3,23.9,55.8,7.66,33.4,8.39,2.73,8.84,1.41,8.18,1.63,4.37,0.62,3.68,0.53,5.93,2.36,,,,,,,,,1.47,,2.13,0.65
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-03 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,,487,79,,,51,46,128,156,,,,,,14,342,49,279,40.7,,,,,,,,,,,,,159.2,26,60.6,8.31,36.1,9.03,2.94,9.44,1.51,8.73,1.76,4.71,0.66,3.97,0.57,6.39,2.53,,,,,,,,,1.57,,2.38,0.71
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.9383,-90.9383,SAE,s_SN-05-09 [11657],NOT GIVEN [11657],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,,457,77,,,47,43,119,140,,,,,,13,304,43,243,35.6,,,,,,,,,,,,,138.6,22.6,52.8,7.21,31.4,7.88,2.57,8.26,1.32,7.68,1.54,4.13,0.58,3.46,0.497,5.61,2.23,,,,,,,,,1.39,,1.99,0.58
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.299,-91.197,SAQ,s_D49B [11695],BASALT [11695],VOL,48.43,3.41,13.79,,,13.64,10.44,5.47,0.17,0.61,3.31,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.299,-91.197,SAQ,s_D49C [11695],BASALT [11695],VOL,48.05,3.52,13.65,,,14.06,10.47,5.35,0.2,0.64,3.31,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.299,-91.197,SAQ,s_D49E [11695],BASALT [11695],VOL,48.27,3.48,13.75,,,13.97,10.3,5.28,0.25,0.63,3.27,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
